,year,station_id,month,day,date,delta_stage_max,index,delta_test
1600,2005,3019,5,136,2005-05-16,,3019,
1601,2005,3019,5,137,2005-05-17,,3019,
1602,2005,3019,5,138,2005-05-18,,3019,
1603,2013,3019,5,132,2013-05-12,,3019,
1604,2013,3019,5,133,2013-05-13,,3019,
1605,2013,3019,5,134,2013-05-14,,3019,
1606,2013,3019,5,135,2013-05-15,,3019,
1607,2013,3019,5,136,2013-05-16,,3019,
1608,2013,3019,5,137,2013-05-17,,3019,
1609,2013,3019,5,138,2013-05-18,,3019,
1610,1989,3027,5,132,1989-05-12,,3027,
1611,1989,3027,5,133,1989-05-13,,3027,
1612,1989,3027,5,134,1989-05-14,,3027,
1613,1989,3027,5,135,1989-05-15,,3027,
1614,1989,3027,5,136,1989-05-16,,3027,
1615,1989,3027,5,137,1989-05-17,,3027,
1616,1989,3027,5,138,1989-05-18,,3027,
1617,2003,3027,5,132,2003-05-12,,3027,
1618,2003,3027,5,133,2003-05-13,,3027,
1619,2003,3027,5,134,2003-05-14,,3027,
1620,2003,3027,5,135,2003-05-15,,3027,
1621,2003,3027,5,136,2003-05-16,,3027,
1622,2003,3027,5,137,2003-05-17,,3027,
1623,2003,3027,5,138,2003-05-18,,3027,
1624,2005,3027,5,132,2005-05-12,,3027,
1625,2005,3027,5,133,2005-05-13,,3027,
1626,2005,3027,5,134,2005-05-14,,3027,
1627,2005,3027,5,135,2005-05-15,,3027,
1628,2005,3027,5,136,2005-05-16,,3027,
1629,2005,3027,5,137,2005-05-17,,3027,
1630,2005,3027,5,138,2005-05-18,,3027,
1631,2013,3027,5,132,2013-05-12,,3027,
1632,2013,3027,5,133,2013-05-13,,3027,
1633,2013,3027,5,134,2013-05-14,,3027,
1634,2013,3027,5,135,2013-05-15,,3027,
1635,2013,3027,5,136,2013-05-16,,3027,
1636,2013,3027,5,137,2013-05-17,,3027,
1637,2013,3027,5,138,2013-05-18,,3027,
1638,1989,3028,5,132,1989-05-12,,3028,
1639,1989,3028,5,133,1989-05-13,,3028,
1640,1989,3028,5,134,1989-05-14,,3028,
1641,1989,3028,5,135,1989-05-15,,3028,
1642,1989,3028,5,136,1989-05-16,,3028,
1643,1989,3028,5,137,1989-05-17,,3028,
1644,1989,3028,5,138,1989-05-18,,3028,
1645,2003,3028,5,132,2003-05-12,,3028,
1646,2003,3028,5,133,2003-05-13,,3028,
1647,2003,3028,5,134,2003-05-14,,3028,
1648,2003,3028,5,135,2003-05-15,,3028,
1649,2003,3028,5,136,2003-05-16,,3028,
1650,2003,3028,5,137,2003-05-17,,3028,
1651,2003,3028,5,138,2003-05-18,,3028,
1652,2005,3028,5,132,2005-05-12,,3028,
1653,2005,3028,5,133,2005-05-13,,3028,
1654,2005,3028,5,134,2005-05-14,,3028,
1655,2005,3028,5,135,2005-05-15,,3028,
1656,2005,3028,5,136,2005-05-16,,3028,
1657,2005,3028,5,137,2005-05-17,,3028,
1658,2005,3028,5,138,2005-05-18,,3028,
1659,2013,3028,5,132,2013-05-12,,3028,
1660,2013,3028,5,133,2013-05-13,,3028,
1661,2013,3028,5,134,2013-05-14,,3028,
1662,2013,3028,5,135,2013-05-15,,3028,
1663,2013,3028,5,136,2013-05-16,,3028,
1664,2013,3028,5,137,2013-05-17,,3028,
1665,2013,3028,5,138,2013-05-18,,3028,
1666,1989,3029,5,132,1989-05-12,,3029,
1667,1989,3029,5,133,1989-05-13,,3029,
1668,1989,3029,5,134,1989-05-14,,3029,
1669,1989,3029,5,135,1989-05-15,,3029,
1670,1989,3029,5,136,1989-05-16,,3029,
1671,1989,3029,5,137,1989-05-17,,3029,
1672,1989,3029,5,138,1989-05-18,,3029,
1673,2003,3029,5,132,2003-05-12,,3029,
1674,2003,3029,5,133,2003-05-13,,3029,
1675,2003,3029,5,134,2003-05-14,,3029,
1676,2003,3029,5,135,2003-05-15,,3029,
1677,2003,3029,5,136,2003-05-16,,3029,
1678,2003,3029,5,137,2003-05-17,,3029,
1679,2003,3029,5,138,2003-05-18,,3029,
1680,2005,3029,5,132,2005-05-12,,3029,
1681,2005,3029,5,133,2005-05-13,,3029,
1682,2005,3029,5,134,2005-05-14,,3029,
1683,2005,3029,5,135,2005-05-15,,3029,
1684,2005,3029,5,136,2005-05-16,,3029,
1685,2005,3029,5,137,2005-05-17,,3029,
1686,2005,3029,5,138,2005-05-18,,3029,
1687,2013,3029,5,132,2013-05-12,,3029,
1688,2013,3029,5,133,2013-05-13,,3029,
1689,2013,3029,5,134,2013-05-14,,3029,
1690,2013,3029,5,135,2013-05-15,,3029,
1691,2013,3029,5,136,2013-05-16,,3029,
1692,2013,3029,5,137,2013-05-17,,3029,
1693,2013,3029,5,138,2013-05-18,,3029,
1694,1989,3030,5,132,1989-05-12,,3030,
1695,1989,3030,5,133,1989-05-13,,3030,
1696,1989,3030,5,134,1989-05-14,,3030,
1697,1989,3030,5,135,1989-05-15,,3030,
1698,1989,3030,5,136,1989-05-16,,3030,
1699,1989,3030,5,137,1989-05-17,,3030,
1700,1989,3030,5,138,1989-05-18,,3030,
1701,2003,3030,5,132,2003-05-12,,3030,
1702,2003,3030,5,133,2003-05-13,,3030,
1703,2003,3030,5,134,2003-05-14,,3030,
1704,2003,3030,5,135,2003-05-15,,3030,
1705,2003,3030,5,136,2003-05-16,,3030,
1706,2003,3030,5,137,2003-05-17,,3030,
1707,2003,3030,5,138,2003-05-18,,3030,
1708,2005,3030,5,132,2005-05-12,,3030,
1709,2005,3030,5,133,2005-05-13,,3030,
1710,2005,3030,5,134,2005-05-14,,3030,
1711,2005,3030,5,135,2005-05-15,,3030,
1712,2005,3030,5,136,2005-05-16,,3030,
1713,2005,3030,5,137,2005-05-17,,3030,
1714,2005,3030,5,138,2005-05-18,,3030,
1715,2013,3030,5,132,2013-05-12,,3030,
1716,2013,3030,5,133,2013-05-13,,3030,
1717,2013,3030,5,134,2013-05-14,,3030,
1718,2013,3030,5,135,2013-05-15,,3030,
1719,2013,3030,5,136,2013-05-16,,3030,
1720,2013,3030,5,137,2013-05-17,,3030,
1721,2013,3030,5,138,2013-05-18,,3030,
1722,1989,3035,5,132,1989-05-12,,3035,
1723,1989,3035,5,133,1989-05-13,,3035,
1724,1989,3035,5,134,1989-05-14,,3035,
1725,1989,3035,5,135,1989-05-15,,3035,
1726,1989,3035,5,136,1989-05-16,,3035,
1727,1989,3035,5,137,1989-05-17,,3035,
1728,1989,3035,5,138,1989-05-18,,3035,
1729,2003,3035,5,132,2003-05-12,,3035,
1730,2003,3035,5,133,2003-05-13,,3035,
1731,2003,3035,5,134,2003-05-14,,3035,
1732,2003,3035,5,135,2003-05-15,,3035,
1733,2003,3035,5,136,2003-05-16,,3035,
1734,2003,3035,5,137,2003-05-17,,3035,
1735,2003,3035,5,138,2003-05-18,,3035,
1736,2005,3035,5,132,2005-05-12,,3035,
1737,2005,3035,5,133,2005-05-13,,3035,
1738,2005,3035,5,134,2005-05-14,,3035,
1739,2005,3035,5,135,2005-05-15,,3035,
1740,2005,3035,5,136,2005-05-16,,3035,
1741,2005,3035,5,137,2005-05-17,,3035,
1742,2005,3035,5,138,2005-05-18,,3035,
1743,2013,3035,5,132,2013-05-12,,3035,
1744,2013,3035,5,133,2013-05-13,,3035,
1745,2013,3035,5,134,2013-05-14,,3035,
1746,2013,3035,5,135,2013-05-15,,3035,
1747,2013,3035,5,136,2013-05-16,,3035,
1748,2013,3035,5,137,2013-05-17,,3035,
1749,2013,3035,5,138,2013-05-18,,3035,
1750,1989,3041,5,132,1989-05-12,,3041,
1751,1989,3041,5,133,1989-05-13,,3041,
1752,1989,3041,5,134,1989-05-14,,3041,
1753,1989,3041,5,135,1989-05-15,,3041,
1754,1989,3041,5,136,1989-05-16,,3041,
1755,1989,3041,5,137,1989-05-17,,3041,
1756,1989,3041,5,138,1989-05-18,,3041,
1757,2003,3041,5,132,2003-05-12,,3041,
1758,2003,3041,5,133,2003-05-13,,3041,
1759,2003,3041,5,134,2003-05-14,,3041,
1760,2003,3041,5,135,2003-05-15,,3041,
1761,2003,3041,5,136,2003-05-16,,3041,
1762,2003,3041,5,137,2003-05-17,,3041,
1763,2003,3041,5,138,2003-05-18,,3041,
1764,2005,3041,5,132,2005-05-12,,3041,
1765,2005,3041,5,133,2005-05-13,,3041,
1766,2005,3041,5,134,2005-05-14,,3041,
1767,2005,3041,5,135,2005-05-15,,3041,
1768,2005,3041,5,136,2005-05-16,,3041,
1769,2005,3041,5,137,2005-05-17,,3041,
1770,2005,3041,5,138,2005-05-18,,3041,
1771,2013,3041,5,132,2013-05-12,,3041,
1772,2013,3041,5,133,2013-05-13,,3041,
1773,2013,3041,5,134,2013-05-14,,3041,
1774,2013,3041,5,135,2013-05-15,,3041,
1775,2013,3041,5,136,2013-05-16,,3041,
1776,2013,3041,5,137,2013-05-17,,3041,
1777,2013,3041,5,138,2013-05-18,,3041,
1778,1989,3045,5,132,1989-05-12,,3045,
1779,1989,3045,5,133,1989-05-13,,3045,
1780,1989,3045,5,134,1989-05-14,,3045,
1781,1989,3045,5,135,1989-05-15,,3045,
1782,1989,3045,5,136,1989-05-16,,3045,
1783,1989,3045,5,137,1989-05-17,,3045,
1784,1989,3045,5,138,1989-05-18,,3045,
1785,2003,3045,5,132,2003-05-12,,3045,
1786,2003,3045,5,133,2003-05-13,,3045,
1787,2003,3045,5,134,2003-05-14,,3045,
1788,2003,3045,5,135,2003-05-15,,3045,
1789,2003,3045,5,136,2003-05-16,,3045,
1790,2003,3045,5,137,2003-05-17,,3045,
1791,2003,3045,5,138,2003-05-18,,3045,
1792,2005,3045,5,132,2005-05-12,,3045,
1793,2005,3045,5,133,2005-05-13,,3045,
1794,2005,3045,5,134,2005-05-14,,3045,
1795,2005,3045,5,135,2005-05-15,,3045,
1796,2005,3045,5,136,2005-05-16,,3045,
1797,2005,3045,5,137,2005-05-17,,3045,
1798,2005,3045,5,138,2005-05-18,,3045,
1799,2013,3045,5,132,2013-05-12,,3045,
1800,2013,3045,5,133,2013-05-13,,3045,
1801,2013,3045,5,134,2013-05-14,,3045,
1802,2013,3045,5,135,2013-05-15,,3045,
1803,2013,3045,5,136,2013-05-16,,3045,
1804,2013,3045,5,137,2013-05-17,,3045,
1805,2013,3045,5,138,2013-05-18,,3045,
1806,1989,3050,5,132,1989-05-12,,3050,
1807,1989,3050,5,133,1989-05-13,,3050,
1808,1989,3050,5,134,1989-05-14,,3050,
1809,1989,3050,5,135,1989-05-15,,3050,
1810,1989,3050,5,136,1989-05-16,,3050,
1811,1989,3050,5,137,1989-05-17,,3050,
1812,1989,3050,5,138,1989-05-18,,3050,
1813,2003,3050,5,132,2003-05-12,,3050,
1814,2003,3050,5,133,2003-05-13,,3050,
1815,2003,3050,5,134,2003-05-14,,3050,
1816,2003,3050,5,135,2003-05-15,,3050,
1817,2003,3050,5,136,2003-05-16,,3050,
1818,2003,3050,5,137,2003-05-17,,3050,
1819,2003,3050,5,138,2003-05-18,,3050,
1820,2005,3050,5,132,2005-05-12,,3050,
1821,2005,3050,5,133,2005-05-13,,3050,
1822,2005,3050,5,134,2005-05-14,,3050,
1823,2005,3050,5,135,2005-05-15,,3050,
1824,2005,3050,5,136,2005-05-16,,3050,
1825,2005,3050,5,137,2005-05-17,,3050,
1826,2005,3050,5,138,2005-05-18,,3050,
1827,2013,3050,5,132,2013-05-12,,3050,
1828,2013,3050,5,133,2013-05-13,,3050,
1829,2013,3050,5,134,2013-05-14,,3050,
1830,2013,3050,5,135,2013-05-15,,3050,
1831,2013,3050,5,136,2013-05-16,,3050,
1832,2013,3050,5,137,2013-05-17,,3050,
1833,2013,3050,5,138,2013-05-18,,3050,
1834,1989,3230,5,132,1989-05-12,,3230,
1835,1989,3230,5,133,1989-05-13,,3230,
1836,1989,3230,5,134,1989-05-14,,3230,
1837,1989,3230,5,135,1989-05-15,,3230,
1838,1989,3230,5,136,1989-05-16,,3230,
1839,1989,3230,5,137,1989-05-17,,3230,
1840,1989,3230,5,138,1989-05-18,,3230,
1841,2003,3230,5,132,2003-05-12,,3230,
1842,2003,3230,5,133,2003-05-13,,3230,
1843,2003,3230,5,134,2003-05-14,,3230,
1844,2003,3230,5,135,2003-05-15,,3230,
1845,2003,3230,5,136,2003-05-16,,3230,
1846,2003,3230,5,137,2003-05-17,,3230,
1847,2003,3230,5,138,2003-05-18,,3230,
1848,2005,3230,5,132,2005-05-12,,3230,
1849,2005,3230,5,133,2005-05-13,,3230,
1850,2005,3230,5,134,2005-05-14,,3230,
1851,2005,3230,5,135,2005-05-15,,3230,
1852,2005,3230,5,136,2005-05-16,,3230,
1853,2005,3230,5,137,2005-05-17,,3230,
1854,2005,3230,5,138,2005-05-18,,3230,
1855,2013,3230,5,132,2013-05-12,,3230,
1856,2013,3230,5,133,2013-05-13,,3230,
1857,2013,3230,5,134,2013-05-14,,3230,
1858,2013,3230,5,135,2013-05-15,,3230,
1859,2013,3230,5,136,2013-05-16,,3230,
1860,2013,3230,5,137,2013-05-17,,3230,
1861,2013,3230,5,138,2013-05-18,,3230,
1862,1993,3019,5,125,1993-05-05,,3019,
1863,1993,3019,5,126,1993-05-06,,3019,
1864,1993,3019,5,127,1993-05-07,,3019,
1865,1993,3019,5,128,1993-05-08,,3019,
1866,1993,3019,5,129,1993-05-09,,3019,
1867,1993,3019,5,130,1993-05-10,,3019,
1868,1993,3019,5,131,1993-05-11,,3019,
1869,1997,3019,5,125,1997-05-05,,3019,
1870,1997,3019,5,126,1997-05-06,,3019,
1871,1997,3019,5,127,1997-05-07,,3019,
1872,1997,3019,5,128,1997-05-08,,3019,
1873,1997,3019,5,129,1997-05-09,,3019,
1874,1997,3019,5,130,1997-05-10,,3019,
1875,1997,3019,5,131,1997-05-11,,3019,
1876,2001,3019,5,125,2001-05-05,,3019,
1877,2001,3019,5,126,2001-05-06,,3019,
1878,2001,3019,5,127,2001-05-07,,3019,
1879,2001,3019,5,128,2001-05-08,,3019,
1880,2001,3019,5,129,2001-05-09,,3019,
1881,2001,3019,5,130,2001-05-10,,3019,
1882,2001,3019,5,131,2001-05-11,,3019,
1883,2012,3019,5,126,2012-05-05,,3019,
1884,2012,3019,5,127,2012-05-06,,3019,
1885,2012,3019,5,128,2012-05-07,,3019,
1886,2012,3019,5,129,2012-05-08,,3019,
1887,2012,3019,5,130,2012-05-09,,3019,
1888,2012,3019,5,131,2012-05-10,,3019,
1889,2012,3019,5,132,2012-05-11,,3019,
1890,1993,3027,5,125,1993-05-05,,3027,
1891,1993,3027,5,126,1993-05-06,,3027,
1892,1993,3027,5,127,1993-05-07,,3027,
1893,1993,3027,5,128,1993-05-08,,3027,
1894,1993,3027,5,129,1993-05-09,,3027,
1895,1993,3027,5,130,1993-05-10,,3027,
1896,1993,3027,5,131,1993-05-11,,3027,
1897,1997,3027,5,125,1997-05-05,,3027,
1898,1997,3027,5,126,1997-05-06,,3027,
1899,1997,3027,5,127,1997-05-07,,3027,
1900,1997,3027,5,128,1997-05-08,,3027,
1901,1997,3027,5,129,1997-05-09,,3027,
1902,1997,3027,5,130,1997-05-10,,3027,
1903,1997,3027,5,131,1997-05-11,,3027,
1904,2001,3027,5,125,2001-05-05,,3027,
1905,2001,3027,5,126,2001-05-06,,3027,
1906,2001,3027,5,127,2001-05-07,,3027,
1907,2001,3027,5,128,2001-05-08,,3027,
1908,2001,3027,5,129,2001-05-09,,3027,
1909,2001,3027,5,130,2001-05-10,,3027,
1910,2001,3027,5,131,2001-05-11,,3027,
1911,2004,3027,5,126,2004-05-05,,3027,
1912,2004,3027,5,127,2004-05-06,,3027,
1913,2004,3027,5,128,2004-05-07,,3027,
1914,2004,3027,5,129,2004-05-08,,3027,
1915,2004,3027,5,130,2004-05-09,,3027,
1916,2004,3027,5,131,2004-05-10,,3027,
1917,2004,3027,5,132,2004-05-11,,3027,
1918,2012,3027,5,126,2012-05-05,,3027,
1919,2012,3027,5,127,2012-05-06,,3027,
1920,2012,3027,5,128,2012-05-07,,3027,
1921,2012,3027,5,129,2012-05-08,,3027,
1922,2012,3027,5,130,2012-05-09,,3027,
1923,2012,3027,5,131,2012-05-10,,3027,
1924,2012,3027,5,132,2012-05-11,,3027,
1925,1993,3028,5,125,1993-05-05,,3028,
1926,1993,3028,5,126,1993-05-06,,3028,
1927,1993,3028,5,127,1993-05-07,,3028,
1928,1993,3028,5,128,1993-05-08,,3028,
1929,1993,3028,5,129,1993-05-09,,3028,
1930,1993,3028,5,130,1993-05-10,,3028,
1931,1993,3028,5,131,1993-05-11,,3028,
1932,1997,3028,5,125,1997-05-05,,3028,
1933,1997,3028,5,126,1997-05-06,,3028,
1934,1997,3028,5,127,1997-05-07,,3028,
1935,1997,3028,5,128,1997-05-08,,3028,
1936,1997,3028,5,129,1997-05-09,,3028,
1937,1997,3028,5,130,1997-05-10,,3028,
1938,1997,3028,5,131,1997-05-11,,3028,
1939,2001,3028,5,125,2001-05-05,,3028,
1940,2001,3028,5,126,2001-05-06,,3028,
1941,2001,3028,5,127,2001-05-07,,3028,
1942,2001,3028,5,128,2001-05-08,,3028,
1943,2001,3028,5,129,2001-05-09,,3028,
1944,2001,3028,5,130,2001-05-10,,3028,
1945,2001,3028,5,131,2001-05-11,,3028,
1946,2004,3028,5,126,2004-05-05,,3028,
1947,2004,3028,5,127,2004-05-06,,3028,
1948,2004,3028,5,128,2004-05-07,,3028,
1949,2004,3028,5,129,2004-05-08,,3028,
1950,2004,3028,5,130,2004-05-09,,3028,
1951,2004,3028,5,131,2004-05-10,,3028,
1952,2004,3028,5,132,2004-05-11,,3028,
1953,2012,3028,5,126,2012-05-05,,3028,
1954,2012,3028,5,127,2012-05-06,,3028,
1955,2012,3028,5,128,2012-05-07,,3028,
1956,2012,3028,5,129,2012-05-08,,3028,
1957,2012,3028,5,130,2012-05-09,,3028,
1958,2012,3028,5,131,2012-05-10,,3028,
1959,2012,3028,5,132,2012-05-11,,3028,
1960,1993,3029,5,125,1993-05-05,,3029,
1961,1993,3029,5,126,1993-05-06,,3029,
1962,1993,3029,5,127,1993-05-07,,3029,
1963,1993,3029,5,128,1993-05-08,,3029,
1964,1993,3029,5,129,1993-05-09,,3029,
1965,1993,3029,5,130,1993-05-10,,3029,
1966,1993,3029,5,131,1993-05-11,,3029,
1967,1997,3029,5,125,1997-05-05,,3029,
1968,1997,3029,5,126,1997-05-06,,3029,
1969,1997,3029,5,127,1997-05-07,,3029,
1970,1997,3029,5,128,1997-05-08,,3029,
1971,1997,3029,5,129,1997-05-09,,3029,
1972,1997,3029,5,130,1997-05-10,,3029,
1973,1997,3029,5,131,1997-05-11,,3029,
1974,2001,3029,5,125,2001-05-05,,3029,
1975,2001,3029,5,126,2001-05-06,,3029,
1976,2001,3029,5,127,2001-05-07,,3029,
1977,2001,3029,5,128,2001-05-08,,3029,
1978,2001,3029,5,129,2001-05-09,,3029,
1979,2001,3029,5,130,2001-05-10,,3029,
1980,2001,3029,5,131,2001-05-11,,3029,
1981,2004,3029,5,126,2004-05-05,,3029,
1982,2004,3029,5,127,2004-05-06,,3029,
1983,2004,3029,5,128,2004-05-07,,3029,
1984,2004,3029,5,129,2004-05-08,,3029,
1985,2004,3029,5,130,2004-05-09,,3029,
1986,2004,3029,5,131,2004-05-10,,3029,
1987,2004,3029,5,132,2004-05-11,,3029,
1988,2012,3029,5,126,2012-05-05,,3029,
1989,2012,3029,5,127,2012-05-06,,3029,
1990,2012,3029,5,128,2012-05-07,,3029,
1991,2012,3029,5,129,2012-05-08,,3029,
1992,2012,3029,5,130,2012-05-09,,3029,
1993,2012,3029,5,131,2012-05-10,,3029,
1994,2012,3029,5,132,2012-05-11,,3029,
1995,1993,3030,5,125,1993-05-05,,3030,
1996,1993,3030,5,126,1993-05-06,,3030,
1997,1993,3030,5,127,1993-05-07,,3030,
1998,1993,3030,5,128,1993-05-08,,3030,
1999,1993,3030,5,129,1993-05-09,,3030,
2000,1993,3030,5,130,1993-05-10,,3030,
2001,1993,3030,5,131,1993-05-11,,3030,
2002,1997,3030,5,125,1997-05-05,,3030,
2003,1997,3030,5,126,1997-05-06,,3030,
2004,1997,3030,5,127,1997-05-07,,3030,
2005,1997,3030,5,128,1997-05-08,,3030,
2006,1997,3030,5,129,1997-05-09,,3030,
2007,1997,3030,5,130,1997-05-10,,3030,
2008,1997,3030,5,131,1997-05-11,,3030,
2009,2001,3030,5,125,2001-05-05,,3030,
2010,2001,3030,5,126,2001-05-06,,3030,
2011,2001,3030,5,127,2001-05-07,,3030,
2012,2001,3030,5,128,2001-05-08,,3030,
2013,2001,3030,5,129,2001-05-09,,3030,
2014,2001,3030,5,130,2001-05-10,,3030,
2015,2001,3030,5,131,2001-05-11,,3030,
2016,2004,3030,5,126,2004-05-05,,3030,
2017,2004,3030,5,127,2004-05-06,,3030,
2018,2004,3030,5,128,2004-05-07,,3030,
2019,2004,3030,5,129,2004-05-08,,3030,
2020,2004,3030,5,130,2004-05-09,,3030,
2021,2004,3030,5,131,2004-05-10,,3030,
2022,2004,3030,5,132,2004-05-11,,3030,
2023,2012,3030,5,126,2012-05-05,,3030,
2024,2012,3030,5,127,2012-05-06,,3030,
2025,2012,3030,5,128,2012-05-07,,3030,
2026,2012,3030,5,129,2012-05-08,,3030,
2027,2012,3030,5,130,2012-05-09,,3030,
2028,2012,3030,5,131,2012-05-10,,3030,
2029,2012,3030,5,132,2012-05-11,,3030,
2030,1993,3035,5,125,1993-05-05,,3035,
2031,1993,3035,5,126,1993-05-06,,3035,
2032,1993,3035,5,127,1993-05-07,,3035,
2033,1993,3035,5,128,1993-05-08,,3035,
2034,1993,3035,5,129,1993-05-09,,3035,
2035,1993,3035,5,130,1993-05-10,,3035,
2036,1993,3035,5,131,1993-05-11,,3035,
2037,1997,3035,5,125,1997-05-05,,3035,
2038,1997,3035,5,126,1997-05-06,,3035,
2039,1997,3035,5,127,1997-05-07,,3035,
2040,1997,3035,5,128,1997-05-08,,3035,
2041,1997,3035,5,129,1997-05-09,,3035,
2042,1997,3035,5,130,1997-05-10,,3035,
2043,1997,3035,5,131,1997-05-11,,3035,
2044,2001,3035,5,125,2001-05-05,,3035,
2045,2001,3035,5,126,2001-05-06,,3035,
2046,2001,3035,5,127,2001-05-07,,3035,
2047,2001,3035,5,128,2001-05-08,,3035,
2048,2001,3035,5,129,2001-05-09,,3035,
2049,2001,3035,5,130,2001-05-10,,3035,
2050,2001,3035,5,131,2001-05-11,,3035,
2051,2004,3035,5,126,2004-05-05,,3035,
2052,2004,3035,5,127,2004-05-06,,3035,
2053,2004,3035,5,128,2004-05-07,,3035,
2054,2004,3035,5,129,2004-05-08,,3035,
2055,2004,3035,5,130,2004-05-09,,3035,
2056,2004,3035,5,131,2004-05-10,,3035,
2057,2004,3035,5,132,2004-05-11,,3035,
2058,2012,3035,5,126,2012-05-05,,3035,
2059,2012,3035,5,127,2012-05-06,,3035,
2060,2012,3035,5,128,2012-05-07,,3035,
2061,2012,3035,5,129,2012-05-08,,3035,
2062,2012,3035,5,130,2012-05-09,,3035,
2063,2012,3035,5,131,2012-05-10,,3035,
2064,2012,3035,5,132,2012-05-11,,3035,
2065,1993,3041,5,125,1993-05-05,,3041,
2066,1993,3041,5,126,1993-05-06,,3041,
2067,1993,3041,5,127,1993-05-07,,3041,
2068,1993,3041,5,128,1993-05-08,,3041,
2069,1993,3041,5,129,1993-05-09,,3041,
2070,1993,3041,5,130,1993-05-10,,3041,
2071,1993,3041,5,131,1993-05-11,,3041,
2072,1997,3041,5,125,1997-05-05,,3041,
2073,1997,3041,5,126,1997-05-06,,3041,
2074,1997,3041,5,127,1997-05-07,,3041,
2075,1997,3041,5,128,1997-05-08,,3041,
2076,1997,3041,5,129,1997-05-09,,3041,
2077,1997,3041,5,130,1997-05-10,,3041,
2078,1997,3041,5,131,1997-05-11,,3041,
2079,2001,3041,5,125,2001-05-05,,3041,
2080,2001,3041,5,126,2001-05-06,,3041,
2081,2001,3041,5,127,2001-05-07,,3041,
2082,2001,3041,5,128,2001-05-08,,3041,
2083,2001,3041,5,129,2001-05-09,,3041,
2084,2001,3041,5,130,2001-05-10,,3041,
2085,2001,3041,5,131,2001-05-11,,3041,
2086,2004,3041,5,126,2004-05-05,,3041,
2087,2004,3041,5,127,2004-05-06,,3041,
2088,2004,3041,5,128,2004-05-07,,3041,
2089,2004,3041,5,129,2004-05-08,,3041,
2090,2004,3041,5,130,2004-05-09,,3041,
2091,2004,3041,5,131,2004-05-10,,3041,
2092,2004,3041,5,132,2004-05-11,,3041,
2093,2012,3041,5,126,2012-05-05,,3041,
2094,2012,3041,5,127,2012-05-06,,3041,
2095,2012,3041,5,128,2012-05-07,,3041,
2096,2012,3041,5,129,2012-05-08,,3041,
2097,2012,3041,5,130,2012-05-09,,3041,
2098,2012,3041,5,131,2012-05-10,,3041,
2099,2012,3041,5,132,2012-05-11,,3041,
2100,1993,3045,5,125,1993-05-05,,3045,
2101,1993,3045,5,126,1993-05-06,,3045,
2102,1993,3045,5,127,1993-05-07,,3045,
2103,1993,3045,5,128,1993-05-08,,3045,
2104,1993,3045,5,129,1993-05-09,,3045,
2105,1993,3045,5,130,1993-05-10,,3045,
2106,1993,3045,5,131,1993-05-11,,3045,
2107,1997,3045,5,125,1997-05-05,,3045,
2108,1997,3045,5,126,1997-05-06,,3045,
2109,1997,3045,5,127,1997-05-07,,3045,
2110,1997,3045,5,128,1997-05-08,,3045,
2111,1997,3045,5,129,1997-05-09,,3045,
2112,1997,3045,5,130,1997-05-10,,3045,
2113,1997,3045,5,131,1997-05-11,,3045,
2114,2001,3045,5,125,2001-05-05,,3045,
2115,2001,3045,5,126,2001-05-06,,3045,
2116,2001,3045,5,127,2001-05-07,,3045,
2117,2001,3045,5,128,2001-05-08,,3045,
2118,2001,3045,5,129,2001-05-09,,3045,
2119,2001,3045,5,130,2001-05-10,,3045,
2120,2001,3045,5,131,2001-05-11,,3045,
2121,2004,3045,5,126,2004-05-05,,3045,
2122,2004,3045,5,127,2004-05-06,,3045,
2123,2004,3045,5,128,2004-05-07,,3045,
2124,2004,3045,5,129,2004-05-08,,3045,
2125,2004,3045,5,130,2004-05-09,,3045,
2126,2004,3045,5,131,2004-05-10,,3045,
2127,2004,3045,5,132,2004-05-11,,3045,
2128,2012,3045,5,126,2012-05-05,,3045,
2129,2012,3045,5,127,2012-05-06,,3045,
2130,2012,3045,5,128,2012-05-07,,3045,
2131,2012,3045,5,129,2012-05-08,,3045,
2132,2012,3045,5,130,2012-05-09,,3045,
2133,2012,3045,5,131,2012-05-10,,3045,
2134,2012,3045,5,132,2012-05-11,,3045,
2135,1993,3050,5,125,1993-05-05,,3050,
2136,1993,3050,5,126,1993-05-06,,3050,
2137,1993,3050,5,127,1993-05-07,,3050,
2138,1993,3050,5,128,1993-05-08,,3050,
2139,1993,3050,5,129,1993-05-09,,3050,
2140,1993,3050,5,130,1993-05-10,,3050,
2141,1993,3050,5,131,1993-05-11,,3050,
2142,1997,3050,5,125,1997-05-05,,3050,
2143,1997,3050,5,126,1997-05-06,,3050,
2144,1997,3050,5,127,1997-05-07,,3050,
2145,1997,3050,5,128,1997-05-08,,3050,
2146,1997,3050,5,129,1997-05-09,,3050,
2147,1997,3050,5,130,1997-05-10,,3050,
2148,1997,3050,5,131,1997-05-11,,3050,
2149,2001,3050,5,125,2001-05-05,,3050,
2150,2001,3050,5,126,2001-05-06,,3050,
2151,2001,3050,5,127,2001-05-07,,3050,
2152,2001,3050,5,128,2001-05-08,,3050,
2153,2001,3050,5,129,2001-05-09,,3050,
2154,2001,3050,5,130,2001-05-10,,3050,
2155,2001,3050,5,131,2001-05-11,,3050,
2156,2004,3050,5,126,2004-05-05,,3050,
2157,2004,3050,5,127,2004-05-06,,3050,
